Iteration,TrainingPercent,ClassifierName,FeatureSelection,Balancing,CostSensitive,Precision,Recall,AUC,Kappa,F1,TP,FP,TN,FN,Cost
2,55.19399249061327,RandomForest,Best First,SMOTE,none,0.3333333333333333,0.543859649122807,0.7382700938392492,0.2690148034711589,0.4133333333333333,31.0,62.0,239.0,26.0,322.0
2,55.19399249061327,NaiveBayes,Best First,SMOTE,none,0.4057971014492754,0.49122807017543857,0.8258728215888559,0.3271038075291339,0.4444444444444445,28.0,41.0,260.0,29.0,331.0
3,66.95727986050566,IBk,none,none,none,0.29411764705882354,0.29411764705882354,0.6938665710186513,0.18436154949784772,0.29411764705882354,15.0,36.0,292.0,36.0,396.0
3,66.95727986050566,RandomForest,none,none,none,0.25925925925925924,0.13725490196078433,0.7705045432807269,0.09519546404058454,0.1794871794871795,7.0,20.0,308.0,44.0,460.0
3,66.95727986050566,NaiveBayes,none,none,none,0.7142857142857143,0.09803921568627451,0.8550035868005739,0.14463043069400056,0.1724137931034483,5.0,2.0,326.0,46.0,462.0
3,66.95727986050566,IBk,Best First,none,none,0.24,0.23529411764705882,0.673332137733142,0.1204376262093495,0.2376237623762376,12.0,38.0,290.0,39.0,428.0
3,66.95727986050566,RandomForest,Best First,none,none,0.4,0.1568627450980392,0.7897238163558106,0.1618078732558602,0.22535211267605632,8.0,12.0,316.0,43.0,442.0
3,66.95727986050566,NaiveBayes,Best First,none,none,0.6923076923076923,0.17647058823529413,0.859636537541846,0.23968600087221967,0.28125,9.0,4.0,324.0,42.0,424.0
3,66.95727986050566,IBk,none,none,Sensitive Threshold,0.26785714285714285,0.29411764705882354,0.6938665710186513,0.1623948795958786,0.2803738317757009,15.0,41.0,287.0,36.0,401.0
3,66.95727986050566,RandomForest,none,none,Sensitive Threshold,0.28888888888888886,0.5098039215686274,0.7299139167862266,0.23787252310264592,0.36879432624113473,26.0,64.0,264.0,25.0,314.0
3,66.95727986050566,NaiveBayes,none,none,Sensitive Threshold,0.6363636363636364,0.13725490196078433,0.8550035868005739,0.1869860564890952,0.22580645161290325,7.0,4.0,324.0,44.0,444.0
3,66.95727986050566,IBk,Best First,none,Sensitive Threshold,0.21818181818181817,0.23529411764705882,0.673332137733142,0.10085638236315216,0.22641509433962262,12.0,43.0,285.0,39.0,433.0
3,66.95727986050566,RandomForest,Best First,none,Sensitive Threshold,0.3258426966292135,0.5686274509803921,0.7573529411764706,0.2933927515801917,0.41428571428571426,29.0,60.0,268.0,22.0,280.0
3,66.95727986050566,NaiveBayes,Best First,none,Sensitive Threshold,0.40963855421686746,0.6666666666666666,0.859636537541846,0.40893194706994324,0.5074626865671641,34.0,49.0,279.0,17.0,219.0
3,66.95727986050566,IBk,none,SMOTE,none,0.2328767123287671,0.3333333333333333,0.6702534672405548,0.13754740834386836,0.27419354838709675,17.0,56.0,272.0,34.0,396.0
3,66.95727986050566,RandomForest,none,SMOTE,none,0.2545454545454545,0.27450980392156865,0.7255200860832137,0.1447170466381205,0.2641509433962264,14.0,41.0,287.0,37.0,411.0
3,66.95727986050566,NaiveBayes,none,SMOTE,none,0.5806451612903226,0.35294117647058826,0.8641200382592061,0.37548359363805683,0.4390243902439025,18.0,13.0,315.0,33.0,343.0
3,66.95727986050566,IBk,Best First,SMOTE,none,0.2463768115942029,0.3333333333333333,0.6761417981826877,0.1521252796420584,0.2833333333333333,17.0,52.0,276.0,34.0,392.0
3,66.95727986050566,RandomForest,Best First,SMOTE,none,0.2916666666666667,0.27450980392156865,0.7222620755619321,0.17520306513409958,0.2828282828282829,14.0,34.0,294.0,37.0,404.0
3,66.95727986050566,NaiveBayes,Best First,SMOTE,none,0.5333333333333333,0.6274509803921569,0.8720707795313247,0.5044924754513338,0.5765765765765766,32.0,28.0,300.0,19.0,218.0
4,73.16439246263808,IBk,none,none,none,0.24528301886792453,0.23214285714285715,0.6473839535814325,0.12287300734372186,0.2385321100917431,13.0,40.0,317.0,43.0,470.0
4,73.16439246263808,RandomForest,none,none,none,0.4358974358974359,0.30357142857142855,0.8184773909563825,0.27745432644047396,0.35789473684210527,17.0,22.0,335.0,39.0,412.0
4,73.16439246263808,NaiveBayes,none,none,none,0.38461538461538464,0.625,0.8212284913965586,0.37051406401551906,0.4761904761904762,35.0,56.0,301.0,21.0,266.0
4,73.16439246263808,IBk,Best First,none,none,0.3404255319148936,0.2857142857142857,0.6914765906362546,0.21333333333333307,0.3106796116504854,16.0,31.0,326.0,40.0,431.0
4,73.16439246263808,RandomForest,Best First,none,none,0.2857142857142857,0.21428571428571427,0.7985694277711084,0.14559686888454007,0.24489795918367344,12.0,30.0,327.0,44.0,470.0
4,73.16439246263808,NaiveBayes,Best First,none,none,0.13513513513513514,0.17857142857142858,0.7248899559823929,-6.167129201356833E-4,0.15384615384615385,10.0,64.0,293.0,46.0,524.0
4,73.16439246263808,IBk,none,none,Sensitive Threshold,0.24074074074074073,0.23214285714285715,0.6473839535814325,0.11908993956629914,0.23636363636363636,13.0,41.0,316.0,43.0,471.0
4,73.16439246263808,RandomForest,none,none,Sensitive Threshold,0.3185840707964602,0.6428571428571429,0.808623449379752,0.29890971456572346,0.4260355029585799,36.0,77.0,280.0,20.0,277.0
4,73.16439246263808,NaiveBayes,none,none,Sensitive Threshold,0.3486238532110092,0.6785714285714286,0.8212284913965586,0.34288574646477277,0.4606060606060607,38.0,71.0,286.0,18.0,251.0
4,73.16439246263808,IBk,Best First,none,Sensitive Threshold,0.3333333333333333,0.2857142857142857,0.6914765906362546,0.20864381520119193,0.30769230769230765,16.0,32.0,325.0,40.0,432.0
4,73.16439246263808,RandomForest,Best First,none,Sensitive Threshold,0.3557692307692308,0.6607142857142857,0.8339585834333734,0.34747942386831293,0.4625,37.0,67.0,290.0,19.0,257.0
4,73.16439246263808,NaiveBayes,Best First,none,Sensitive Threshold,0.13819095477386933,0.9821428571428571,0.7248899559823929,0.005975119992163773,0.2422907488986784,55.0,343.0,14.0,1.0,353.0
4,73.16439246263808,IBk,none,SMOTE,none,0.38181818181818183,0.75,0.8119747899159664,0.39780931043066975,0.5060240963855421,42.0,68.0,289.0,14.0,208.0
4,73.16439246263808,RandomForest,none,SMOTE,none,0.3763440860215054,0.625,0.8326330532212886,0.3617691359715186,0.4697986577181208,35.0,58.0,299.0,21.0,268.0
4,73.16439246263808,NaiveBayes,none,SMOTE,none,0.319672131147541,0.6964285714285714,0.8040216086434574,0.30994152046783635,0.43820224719101125,39.0,83.0,274.0,17.0,253.0
4,73.16439246263808,IBk,Best First,SMOTE,none,0.3142857142857143,0.7857142857142857,0.7912164865946378,0.3166023166023167,0.44897959183673464,44.0,96.0,261.0,12.0,216.0
4,73.16439246263808,RandomForest,Best First,SMOTE,none,0.3474576271186441,0.7321428571428571,0.812124849939976,0.3521126760563381,0.47126436781609193,41.0,77.0,280.0,15.0,227.0
4,73.16439246263808,NaiveBayes,Best First,SMOTE,none,0.29891304347826086,0.9821428571428571,0.8392857142857143,0.31615549215406574,0.45833333333333337,55.0,129.0,228.0,1.0,139.0
