@relation avro_Training_8

@attribute LOC numeric
@attribute authors_number numeric
@attribute revisions_number numeric
@attribute touched_loc numeric
@attribute total_add_lines numeric
@attribute average_add_lines numeric
@attribute max_add_lines numeric
@attribute total_churn numeric
@attribute max_churn numeric
@attribute number_fix numeric
@attribute cyclomatic_complexity numeric
@attribute average_churn numeric
@attribute days_between_commits numeric
@attribute buggy {'YES', 'NO'}

@data
109,1,9,189,117,13.00,55,143,55,2,24,15.89,7.50,NO
87,1,7,115,83,11.86,42,85,42,2,14,12.14,10.00,NO
43,1,2,52,8,4.00,6,40,40,0,6,20.00,60.00,NO
22,1,3,78,13,4.33,9,56,56,1,1,18.67,30.00,NO
10,1,1,34,34,34.00,34,34,34,1,1,34.00,0.00,NO
12,1,2,47,43,21.50,37,39,37,0,1,19.50,5.00,NO
12,1,1,37,37,37.00,37,37,37,0,1,37.00,0.00,NO
46,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,NO
8,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
336,1,10,560,337,33.70,182,218,103,2,104,21.80,8.78,NO
209,1,7,246,203,29.00,164,230,185,3,88,32.86,4.83,NO
57,1,5,63,53,10.60,48,51,46,1,4,10.20,15.00,NO
29,1,2,26,22,11.00,20,18,18,0,2,9.00,60.00,NO
18,1,1,9,6,6.00,6,3,3,1,4,3.00,0.00,NO
7,1,1,1,0,0.00,0,1,1,0,1,1.00,0.00,NO
6,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
23,1,2,41,9,4.50,6,33,31,1,4,16.50,35.00,NO
70,1,2,52,39,19.50,37,38,38,0,11,19.00,60.00,NO
76,1,3,80,74,24.67,64,68,61,1,15,22.67,30.00,NO
61,1,1,84,84,84.00,84,84,84,0,6,84.00,0.00,NO
30,1,1,54,54,54.00,54,54,54,0,3,54.00,0.00,NO
49,1,2,82,80,40.00,79,80,79,0,5,40.00,0.00,NO
56,1,2,86,84,42.00,82,82,82,0,7,41.00,0.00,NO
46,1,1,78,78,78.00,78,78,78,0,10,78.00,0.00,NO
52,1,1,77,77,77.00,77,77,77,0,6,77.00,0.00,NO
50,1,7,105,93,13.29,58,81,58,0,9,11.57,10.67,NO
102,1,1,140,140,140.00,140,140,140,0,12,140.00,0.00,NO
70,1,1,98,98,98.00,98,98,98,0,6,98.00,0.00,NO
9,1,4,63,57,14.25,34,53,34,0,2,13.25,20.67,NO
25,1,2,57,57,28.50,39,57,39,0,4,28.50,0.00,NO
56,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,NO
119,1,1,169,169,169.00,169,169,169,1,8,169.00,0.00,NO
12,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
8,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
279,0,0,0,0,0.00,0,0,0,0,62,0.00,0.00,NO
836,0,0,0,0,0.00,0,0,0,0,203,0.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
16,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
14,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
116,0,0,0,0,0.00,0,0,0,0,27,0.00,0.00,NO
189,1,1,3,2,2.00,2,1,1,0,49,1.00,0.00,NO
254,0,0,0,0,0.00,0,0,0,0,43,0.00,0.00,YES
100,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,NO
53,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
35,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
13,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
8,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
409,0,0,0,0,0.00,0,0,0,0,151,0.00,0.00,NO
235,0,0,0,0,0.00,0,0,0,0,71,0.00,0.00,NO
125,0,0,0,0,0.00,0,0,0,0,31,0.00,0.00,NO
4,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
42,1,1,14,14,14.00,14,14,14,0,12,14.00,0.00,NO
29,1,1,6,4,4.00,4,2,2,0,5,2.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
152,0,0,0,0,0.00,0,0,0,0,38,0.00,0.00,NO
648,0,0,0,0,0.00,0,0,0,0,123,0.00,0.00,NO
178,0,0,0,0,0.00,0,0,0,0,31,0.00,0.00,NO
418,0,0,0,0,0.00,0,0,0,0,87,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
32,0,0,0,0,0.00,0,0,0,0,23,0.00,0.00,NO
76,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,NO
154,0,0,0,0,0.00,0,0,0,0,39,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,23,0.00,0.00,NO
363,0,0,0,0,0.00,0,0,0,0,111,0.00,0.00,NO
194,0,0,0,0,0.00,0,0,0,0,45,0.00,0.00,NO
47,0,0,0,0,0.00,0,0,0,0,29,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
123,0,0,0,0,0.00,0,0,0,0,49,0.00,0.00,NO
181,0,0,0,0,0.00,0,0,0,0,40,0.00,0.00,NO
149,0,0,0,0,0.00,0,0,0,0,29,0.00,0.00,NO
58,0,0,0,0,0.00,0,0,0,0,20,0.00,0.00,NO
98,0,0,0,0,0.00,0,0,0,0,25,0.00,0.00,NO
335,0,0,0,0,0.00,0,0,0,0,106,0.00,0.00,YES
44,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
358,0,0,0,0,0.00,0,0,0,0,18,0.00,0.00,NO
82,0,0,0,0,0.00,0,0,0,0,22,0.00,0.00,NO
15,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
50,0,0,0,0,0.00,0,0,0,0,13,0.00,0.00,NO
55,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
45,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
54,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
13,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
80,0,0,0,0,0.00,0,0,0,0,14,0.00,0.00,NO
27,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
70,1,1,6,3,3.00,3,0,0,0,5,0.00,0.00,NO
10,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
167,1,1,6,3,3.00,3,0,0,0,31,0.00,0.00,NO
143,1,1,19,7,7.00,7,5,5,0,22,5.00,0.00,NO
30,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
74,0,0,0,0,0.00,0,0,0,0,13,0.00,0.00,NO
66,0,0,0,0,0.00,0,0,0,0,13,0.00,0.00,NO
17,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
27,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
128,0,0,0,0,0.00,0,0,0,0,10,0.00,0.00,NO
75,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
68,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
38,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
49,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
10,1,1,33,33,33.00,33,33,33,0,1,33.00,0.00,NO
341,1,1,24,16,16.00,16,14,14,0,97,14.00,0.00,YES
109,0,0,0,0,0.00,0,0,0,0,24,0.00,0.00,NO
87,0,0,0,0,0.00,0,0,0,0,14,0.00,0.00,NO
43,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
22,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
10,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
12,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
12,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
46,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,NO
8,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
336,0,0,0,0,0.00,0,0,0,0,104,0.00,0.00,NO
168,1,1,3,2,2.00,2,3,3,0,74,3.00,0.00,NO
57,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
29,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
18,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
4,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
27,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
72,1,1,7,5,5.00,5,3,3,0,12,3.00,0.00,NO
70,1,1,11,3,3.00,3,5,5,0,13,5.00,0.00,NO
62,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
30,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
49,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
69,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
46,0,0,0,0,0.00,0,0,0,0,10,0.00,0.00,NO
52,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
61,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
135,0,0,0,0,0.00,0,0,0,0,16,0.00,0.00,NO
91,0,0,0,0,0.00,0,0,0,0,9,0.00,0.00,NO
9,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
62,1,1,2,2,2.00,2,2,2,0,12,2.00,0.00,NO
8,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
279,0,0,0,0,0.00,0,0,0,0,62,0.00,0.00,NO
836,0,0,0,0,0.00,0,0,0,0,203,0.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
16,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
14,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
116,0,0,0,0,0.00,0,0,0,0,27,0.00,0.00,NO
189,0,0,0,0,0.00,0,0,0,0,49,0.00,0.00,YES
254,0,0,0,0,0.00,0,0,0,0,43,0.00,0.00,YES
100,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,YES
53,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
35,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
13,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
8,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
409,0,0,0,0,0.00,0,0,0,0,151,0.00,0.00,NO
235,0,0,0,0,0.00,0,0,0,0,71,0.00,0.00,YES
125,0,0,0,0,0.00,0,0,0,0,31,0.00,0.00,NO
4,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
42,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,YES
29,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
152,0,0,0,0,0.00,0,0,0,0,38,0.00,0.00,NO
648,0,0,0,0,0.00,0,0,0,0,123,0.00,0.00,NO
178,0,0,0,0,0.00,0,0,0,0,31,0.00,0.00,NO
418,0,0,0,0,0.00,0,0,0,0,87,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
32,0,0,0,0,0.00,0,0,0,0,23,0.00,0.00,NO
76,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,NO
154,0,0,0,0,0.00,0,0,0,0,39,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,23,0.00,0.00,NO
363,0,0,0,0,0.00,0,0,0,0,111,0.00,0.00,NO
194,0,0,0,0,0.00,0,0,0,0,45,0.00,0.00,NO
47,0,0,0,0,0.00,0,0,0,0,29,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
123,0,0,0,0,0.00,0,0,0,0,49,0.00,0.00,YES
181,0,0,0,0,0.00,0,0,0,0,40,0.00,0.00,NO
149,0,0,0,0,0.00,0,0,0,0,29,0.00,0.00,NO
58,0,0,0,0,0.00,0,0,0,0,20,0.00,0.00,NO
98,0,0,0,0,0.00,0,0,0,0,25,0.00,0.00,NO
335,0,0,0,0,0.00,0,0,0,0,106,0.00,0.00,YES
44,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
358,0,0,0,0,0.00,0,0,0,0,18,0.00,0.00,NO
82,0,0,0,0,0.00,0,0,0,0,22,0.00,0.00,NO
15,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
50,0,0,0,0,0.00,0,0,0,0,13,0.00,0.00,NO
55,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
45,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
54,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
13,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
80,0,0,0,0,0.00,0,0,0,0,14,0.00,0.00,NO
27,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
70,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,YES
10,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
167,0,0,0,0,0.00,0,0,0,0,31,0.00,0.00,YES
143,0,0,0,0,0.00,0,0,0,0,22,0.00,0.00,YES
30,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
74,0,0,0,0,0.00,0,0,0,0,13,0.00,0.00,NO
66,0,0,0,0,0.00,0,0,0,0,13,0.00,0.00,NO
17,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
27,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
128,0,0,0,0,0.00,0,0,0,0,10,0.00,0.00,NO
75,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
68,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
38,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
49,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
10,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
346,1,1,10,8,8.00,8,6,6,1,98,6.00,0.00,YES
109,0,0,0,0,0.00,0,0,0,0,24,0.00,0.00,NO
87,0,0,0,0,0.00,0,0,0,0,14,0.00,0.00,NO
43,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
22,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,YES
10,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
12,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
12,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
46,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,NO
8,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
336,0,0,0,0,0.00,0,0,0,0,104,0.00,0.00,NO
168,0,0,0,0,0.00,0,0,0,0,74,0.00,0.00,NO
57,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
29,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
18,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
4,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
27,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
72,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,YES
70,0,0,0,0,0.00,0,0,0,0,13,0.00,0.00,NO
62,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
30,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
49,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
69,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
46,0,0,0,0,0.00,0,0,0,0,10,0.00,0.00,NO
52,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,YES
61,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
135,0,0,0,0,0.00,0,0,0,0,16,0.00,0.00,NO
91,0,0,0,0,0.00,0,0,0,0,9,0.00,0.00,NO
9,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
62,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,NO
8,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
279,1,1,130,96,96.00,96,98,98,0,62,98.00,0.00,NO
836,0,0,0,0,0.00,0,0,0,0,203,0.00,0.00,YES
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
16,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
14,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
116,0,0,0,0,0.00,0,0,0,0,27,0.00,0.00,NO
189,0,0,0,0,0.00,0,0,0,0,49,0.00,0.00,YES
252,2,2,18,6,3.00,3,10,5,1,43,5.00,38.00,YES
100,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,YES
53,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
35,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
13,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
8,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
7,1,1,3,3,3.00,3,3,3,0,1,3.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
409,1,1,13,13,13.00,13,13,13,0,151,13.00,0.00,YES
238,2,2,10,8,4.00,4,6,3,1,71,3.00,46.00,YES
125,0,0,0,0,0.00,0,0,0,0,31,0.00,0.00,NO
4,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
42,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,YES
29,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
152,0,0,0,0,0.00,0,0,0,0,38,0.00,0.00,NO
648,0,0,0,0,0.00,0,0,0,0,123,0.00,0.00,NO
178,0,0,0,0,0.00,0,0,0,0,31,0.00,0.00,NO
418,0,0,0,0,0.00,0,0,0,0,87,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
32,0,0,0,0,0.00,0,0,0,0,23,0.00,0.00,NO
76,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,NO
154,0,0,0,0,0.00,0,0,0,0,39,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,23,0.00,0.00,NO
363,0,0,0,0,0.00,0,0,0,0,111,0.00,0.00,NO
194,0,0,0,0,0.00,0,0,0,0,45,0.00,0.00,NO
47,0,0,0,0,0.00,0,0,0,0,29,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
126,2,2,38,38,19.00,19,38,19,1,50,19.00,46.00,NO
181,0,0,0,0,0.00,0,0,0,0,40,0.00,0.00,NO
149,0,0,0,0,0.00,0,0,0,0,29,0.00,0.00,NO
58,0,0,0,0,0.00,0,0,0,0,20,0.00,0.00,NO
98,0,0,0,0,0.00,0,0,0,0,25,0.00,0.00,NO
335,0,0,0,0,0.00,0,0,0,0,106,0.00,0.00,YES
44,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
358,0,0,0,0,0.00,0,0,0,0,18,0.00,0.00,NO
82,0,0,0,0,0.00,0,0,0,0,22,0.00,0.00,NO
15,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
50,0,0,0,0,0.00,0,0,0,0,13,0.00,0.00,NO
55,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
45,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
54,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
13,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
80,1,1,21,7,7.00,7,19,19,0,14,19.00,0.00,NO
27,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
70,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,YES
10,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
167,1,1,37,25,25.00,25,13,13,0,31,13.00,0.00,YES
143,1,1,35,28,28.00,28,21,21,0,22,21.00,0.00,YES
30,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
5,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
74,1,1,2,1,1.00,1,0,0,0,13,0.00,0.00,NO
66,1,1,17,16,16.00,16,15,15,0,13,15.00,0.00,NO
17,1,1,30,29,29.00,29,28,28,0,5,28.00,0.00,NO
27,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
128,0,0,0,0,0.00,0,0,0,0,10,0.00,0.00,NO
75,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
68,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
38,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
49,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
10,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
350,1,2,20,14,7.00,7,8,4,0,100,4.00,21.00,YES
109,0,0,0,0,0.00,0,0,0,0,24,0.00,0.00,YES
87,0,0,0,0,0.00,0,0,0,0,14,0.00,0.00,YES
43,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
22,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,YES
10,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
12,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
12,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
46,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,NO
8,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
336,1,1,10,7,7.00,7,4,4,0,104,4.00,0.00,NO
168,0,0,0,0,0.00,0,0,0,0,74,0.00,0.00,NO
57,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
29,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
18,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
7,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
4,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
27,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
72,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,YES
70,0,0,0,0,0.00,0,0,0,0,13,0.00,0.00,NO
62,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
30,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
49,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
69,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
46,0,0,0,0,0.00,0,0,0,0,10,0.00,0.00,NO
52,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,YES
61,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
135,0,0,0,0,0.00,0,0,0,0,16,0.00,0.00,NO
91,0,0,0,0,0.00,0,0,0,0,9,0.00,0.00,NO
9,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
62,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,NO
8,1,1,29,29,29.00,29,29,29,0,1,29.00,0.00,NO
7,1,1,29,29,29.00,29,29,29,0,1,29.00,0.00,NO
279,1,1,388,388,388.00,388,388,388,0,62,388.00,0.00,NO
836,1,1,1087,1087,1087.00,1087,1087,1087,0,203,1087.00,0.00,NO
5,1,1,26,26,26.00,26,26,26,0,1,26.00,0.00,NO
16,1,1,50,50,50.00,50,50,50,0,3,50.00,0.00,NO
36,1,1,76,76,76.00,76,76,76,0,3,76.00,0.00,NO
14,1,1,38,38,38.00,38,38,38,0,1,38.00,0.00,NO
116,1,1,169,169,169.00,169,169,169,0,27,169.00,0.00,NO
189,1,1,269,269,269.00,269,269,269,0,49,269.00,0.00,NO
252,1,1,371,371,371.00,371,371,371,0,43,371.00,0.00,NO
100,1,1,145,145,145.00,145,145,145,0,12,145.00,0.00,NO
53,1,1,85,85,85.00,85,85,85,0,11,85.00,0.00,NO
35,1,1,64,64,64.00,64,64,64,0,4,64.00,0.00,NO
13,1,1,37,37,37.00,37,37,37,0,6,37.00,0.00,NO
8,1,1,37,37,37.00,37,37,37,0,5,37.00,0.00,NO
7,1,1,37,37,37.00,37,37,37,0,1,37.00,0.00,NO
5,1,1,27,27,27.00,27,27,27,0,1,27.00,0.00,NO
409,1,1,491,491,491.00,491,491,491,0,151,491.00,0.00,NO
238,1,1,358,358,358.00,358,358,358,0,71,358.00,0.00,NO
125,1,1,197,197,197.00,197,197,197,0,31,197.00,0.00,NO
4,1,1,24,24,24.00,24,24,24,0,1,24.00,0.00,NO
5,1,1,27,27,27.00,27,27,27,0,1,27.00,0.00,NO
42,1,1,70,70,70.00,70,70,70,0,12,70.00,0.00,NO
29,1,1,57,57,57.00,57,57,57,0,5,57.00,0.00,NO
5,1,1,26,26,26.00,26,26,26,0,1,26.00,0.00,NO
152,1,1,187,187,187.00,187,187,187,0,38,187.00,0.00,NO
648,1,1,983,983,983.00,983,983,983,0,123,983.00,0.00,NO
178,1,1,253,253,253.00,253,253,253,0,31,253.00,0.00,NO
418,1,1,621,621,621.00,621,621,621,0,87,621.00,0.00,NO
7,1,1,38,38,38.00,38,38,38,0,2,38.00,0.00,NO
7,1,1,36,36,36.00,36,36,36,0,2,36.00,0.00,NO
32,1,1,287,287,287.00,287,287,287,0,23,287.00,0.00,NO
76,1,1,232,232,232.00,232,232,232,0,12,232.00,0.00,NO
154,1,1,203,203,203.00,203,203,203,0,39,203.00,0.00,NO
36,1,1,271,271,271.00,271,271,271,0,23,271.00,0.00,NO
363,1,1,426,426,426.00,426,426,426,0,111,426.00,0.00,NO
194,1,1,245,245,245.00,245,245,245,0,45,245.00,0.00,NO
47,1,1,75,75,75.00,75,75,75,0,29,75.00,0.00,NO
36,1,1,70,70,70.00,70,70,70,0,8,70.00,0.00,NO
126,1,1,248,248,248.00,248,248,248,0,50,248.00,0.00,NO
181,1,1,232,232,232.00,232,232,232,0,40,232.00,0.00,NO
149,1,1,203,203,203.00,203,203,203,0,29,203.00,0.00,NO
58,1,1,100,100,100.00,100,100,100,0,20,100.00,0.00,NO
98,1,1,192,192,192.00,192,192,192,0,25,192.00,0.00,NO
