InstanceId,Size,PredictedClassProbability,ActualClassLabel
0,15,0.07743826795839176,15
1,8,0.0,8
2,7,0.0,7
3,320,0.0,320
4,1123,0.2733809523809524,1123
5,5,0.0,5
6,16,0.0,16
7,16,0.0,16
8,40,0.0,40
9,16,0.0,16
10,169,0.01,169
11,168,0.01,168
12,261,0.01,261
13,275,0.0,275
14,97,0.0,97
15,12,0.0,12
16,53,0.0,53
17,35,0.0,35
18,13,0.0,13
19,9,0.0,9
20,50,0.0,50
21,6,0.0,6
22,5,0.0,5
23,552,0.13678571428571432,552
24,274,0.0,274
25,136,0.0,136
26,4,0.0,4
27,4,0.0,4
28,5,0.0,5
29,5,0.0,5
30,346,0.01,346
31,647,0.0,647
32,68,0.0,68
33,363,0.0,363
34,126,0.0,126
35,7,0.0,7
36,7,0.0,7
37,30,0.0,30
38,94,0.0,94
39,154,0.1435040874158521,154
40,75,0.01,75
41,40,0.0,40
42,84,0.0,84
43,375,0.0,375
44,207,0.03,207
45,49,0.0,49
46,36,0.0,36
47,144,0.0,144
48,188,0.01,188
49,152,0.01,152
50,58,0.0,58
51,98,0.0,98
52,363,0.0,363
53,44,0.0,44
54,359,0.0,359
55,82,0.0,82
56,10,0.0,10
57,402,0.0,402
58,101,0.03,101
59,76,0.04566666666666666,76
60,10,0.0,10
61,12,0.0,12
62,12,0.0,12
63,160,0.0,160
64,65,0.0,65
65,30,0.0,30
66,18,0.0,18
67,7,0.0,7
68,4,0.0,4
69,27,0.0,27
70,52,0.0,52
71,70,0.0,70
72,81,0.07,81
73,119,0.0,119
74,47,0.0,47
75,9,0.0,9
76,345,0.03,345
77,82,0.01,82
78,5,0.0,5
79,45,0.0,45
80,54,0.0,54
81,51,0.01,51
82,79,0.05,79
83,26,0.0,26
84,27,0.0,27
85,110,0.0,110
86,274,0.0,274
87,111,0.0,111
88,95,0.0,95
89,10,0.0,10
90,386,0.17,386
91,182,0.0,182
92,30,0.0,30
93,68,0.0,68
94,324,0.0,324
95,7,0.0,7
96,101,0.11,101
97,80,0.0,80
98,47,0.0,47
99,63,0.0,63
100,40,0.0,40
101,48,0.48364285714285704,48
102,34,0.0,34
103,112,0.052333333333333336,112
104,68,0.0,68
105,27,0.0,27
106,165,0.0,165
107,28,0.0,28
108,19,0.0,19
109,161,0.0,161
110,20,0.0,20
111,194,0.01,194
112,38,0.0,38
113,212,0.0,212
114,45,0.0,45
115,107,0.0033333333333333335,107
116,11,0.0,11
117,22,0.0,22
118,126,0.0,126
119,191,0.0,191
120,198,0.0,198
121,65,0.0,65
122,268,0.0,268
123,44,0.0,44
124,139,0.0,139
125,29,0.0,29
126,66,0.0,66
127,6,0.0,6
128,30,0.0,30
129,115,0.0,115
130,5,0.0,5
131,23,0.0075,23
132,20,0.0,20
133,78,0.0,78
134,54,0.0,54
135,27,0.0,27
136,91,0.0,91
137,94,0.03,94
138,75,0.0,75
139,5,0.0,5
140,26,0.0,26
141,30,0.0,30
142,32,0.0,32
143,57,0.0,57
144,31,0.0,31
145,41,0.09,41
146,441,0.0,441
147,19,0.0,19
148,193,0.0,193
149,11,0.0,11
150,12,0.0,12
151,31,0.0,31
152,50,0.0,50
153,33,0.0,33
154,54,0.0,54
155,55,0.0,55
156,48,0.0,48
157,66,0.0,66
158,30,0.0,30
159,50,0.0,50
160,53,0.0,53
161,89,0.01983333333333333,89
162,69,0.0,69
163,10,0.0,10
164,7,0.0,7
165,7,0.0,7
166,62,0.133942501942502,62
167,30,0.0,30
168,49,0.0,49
169,107,0.0,107
170,92,0.0,92
171,47,0.0,47
172,49,0.0,49
173,56,0.0,56
174,63,0.0,63
175,86,0.0,86
176,139,0.0,139
177,85,0.0,85
178,85,0.02483333333333333,85
179,66,0.01,66
180,56,0.0,56
181,9,0.0,9
182,78,0.0,78
183,11,0.0,11
184,4,0.0,4
185,135,0.03,135
186,120,0.08,120
187,75,0.02,75
188,15,0.07743826795839176,15
