InstanceId,PredictedClassProbability,ActualClassLabel,Size
0,7.553750085106042E-5,NO,8
1,7.553750085106042E-5,NO,7
2,3.1950314358934783E-4,NO,279
3,0.4110034755159386,NO,836
4,7.487484819516894E-5,NO,5
5,7.775524464492688E-5,NO,16
6,8.258068469835917E-5,NO,36
7,7.720977877791974E-5,NO,14
8,1.1899371674797848E-4,NO,116
9,1.98016694425319E-4,NO,189
10,2.0613208345345084E-4,NO,254
11,1.01630575522953E-4,NO,100
12,8.856134924944911E-5,NO,53
13,8.236334909263453E-5,NO,35
14,7.752703541490283E-5,NO,13
15,7.600934589380735E-5,NO,8
16,7.553750085106042E-5,NO,7
17,7.487484819516894E-5,NO,5
18,0.01481512581561316,NO,409
19,3.624599909204499E-4,NO,235
20,1.274865821062527E-4,NO,125
21,7.487484819516894E-5,NO,4
22,7.487484819516894E-5,NO,5
23,8.636719979247591E-5,NO,42
24,8.11244957056188E-5,NO,29
25,7.487484819516894E-5,NO,5
26,1.5027196043321438E-4,NO,152
27,0.004586251601090892,NO,648
28,1.4542137508261418E-4,NO,178
29,8.378069972111013E-4,NO,418
30,7.560099794628837E-5,NO,7
31,7.560099794628837E-5,NO,7
32,9.07684971555987E-5,NO,32
33,9.497809517888326E-5,NO,76
34,1.534412503356476E-4,NO,154
35,9.193581109319202E-5,NO,36
36,0.0018987546121599823,NO,363
37,1.8580455622211928E-4,NO,194
38,1.0059667392012074E-4,NO,47
39,8.363912580350055E-5,NO,36
40,1.675373006291883E-4,NO,123
41,1.6592392392038972E-4,NO,181
42,1.3248413361460738E-4,NO,149
43,9.528218265713439E-5,NO,58
44,1.1106508902952793E-4,NO,98
45,0.0014693167973256526,NO,335
46,8.63635516312863E-5,NO,44
47,1.8743936849994214E-4,NO,358
48,1.032437514354166E-4,NO,82
49,7.720977877791974E-5,NO,15
50,8.88165625605858E-5,NO,50
51,8.772017013635506E-5,NO,55
52,8.540980496563352E-5,NO,45
53,8.757939695058884E-5,NO,54
54,7.708006729927247E-5,NO,13
55,9.729533066002205E-5,NO,80
56,8.095823633373891E-5,NO,27
57,9.11993465116032E-5,NO,70
58,7.620373409129645E-5,NO,10
59,1.4134799219748568E-4,NO,167
60,1.2140757285570794E-4,NO,143
61,8.14726129081045E-5,NO,30
62,7.487484819516894E-5,NO,5
63,9.525562403440154E-5,NO,74
64,9.295436262193716E-5,NO,66
65,7.837143236864048E-5,NO,17
66,8.049148784154046E-5,NO,27
67,1.0844485235113971E-4,NO,128
68,9.21404873106978E-5,NO,75
69,9.166673511021241E-5,NO,68
70,8.39948865035121E-5,NO,38
71,8.687255621660177E-5,NO,49
72,7.620373409129645E-5,NO,10
73,0.8534230314594707,NO,346
74,1.135887563691203E-4,NO,109
75,9.926316802286837E-5,NO,87
76,8.447797361132884E-5,NO,43
77,7.890429630417471E-5,NO,22
78,7.620373409129645E-5,NO,10
79,7.653819078023753E-5,NO,12
80,7.653819078023753E-5,NO,12
81,8.746415569196785E-5,NO,46
82,7.560099794628837E-5,NO,8
83,0.0013419228329135133,NO,336
84,3.3847762061548327E-4,NO,168
85,8.771858016108019E-5,NO,57
86,8.06886696585294E-5,NO,29
87,7.822053003410816E-5,NO,18
88,7.553750085106042E-5,NO,7
89,7.487484819516894E-5,NO,4
90,8.06217263590442E-5,NO,27
91,9.38290746122021E-5,NO,72
92,9.410113146762619E-5,NO,70
93,8.918343215977058E-5,NO,62
94,8.118438025500052E-5,NO,30
95,8.607772317403251E-5,NO,49
96,9.126382264975997E-5,NO,69
97,8.674962802210182E-5,NO,46
98,8.69936559056057E-5,NO,52
99,9.079058339189935E-5,NO,61
100,1.1400362460541536E-4,NO,135
101,9.769912478824708E-5,NO,91
102,7.593394713924116E-5,NO,9
103,8.30595468749811E-5,NO,36
104,9.117787943576387E-5,NO,62
