InstanceId,Size,PredictedClassProbability,ActualClassLabel
0,45,0.27,YES
1,79,0.38,YES
2,67,0.18,NO
3,45,0.36,YES
4,28,0.14,NO
5,28,0.15,NO
6,564,0.34,YES
7,1492,0.37,NO
8,174,0.15,NO
9,25,0.19,NO
10,39,0.25,NO
11,47,0.285,NO
12,184,0.21,NO
13,30,0.25,NO
14,221,0.14,NO
15,50,0.28,NO
16,101,0.3,NO
17,41,0.33,NO
18,250,0.26,NO
19,227,0.15,NO
20,363,0.47,NO
21,408,0.29,NO
22,145,0.17,NO
23,49,0.28,NO
24,85,0.0,NO
25,64,0.21,NO
26,42,0.24,NO
27,36,0.14,NO
28,37,0.12,NO
29,83,0.28,NO
30,32,0.23,NO
31,26,0.12,NO
32,883,0.37,YES
33,421,0.32,NO
34,213,0.36,YES
35,24,0.26,NO
36,24,0.11,NO
37,27,0.23,NO
38,259,0.185,NO
39,30,0.14,NO
40,428,0.29,NO
41,981,0.27,NO
42,126,0.25,NO
43,562,0.42,NO
44,226,0.14,NO
45,37,0.14,NO
46,35,0.15,NO
47,283,0.23,NO
48,316,0.27,NO
49,204,0.25,NO
50,133,0.21,NO
51,298,0.27,NO
52,336,0.27,NO
53,701,0.25,NO
54,301,0.34,NO
55,76,0.26,NO
56,69,0.37,NO
57,266,0.29,NO
58,253,0.34,NO
59,217,0.18,NO
60,100,0.3,NO
61,191,0.18,NO
62,476,0.39,NO
63,95,0.25,NO
64,551,0.29,NO
65,136,0.23,NO
66,33,0.19,NO
67,496,0.42,YES
68,156,0.28,NO
69,113,0.34,NO
70,34,0.19,NO
71,39,0.24,NO
72,36,0.09,NO
73,288,0.39,YES
74,75,0.33,NO
75,57,0.39,NO
76,124,0.27,NO
77,59,0.22,NO
78,32,0.22,NO
79,25,0.14,NO
80,53,0.42,YES
81,53,0.37,NO
82,88,0.2,YES
83,107,0.32,NO
84,134,0.28,NO
85,169,0.19,NO
86,94,0.2,NO
87,35,0.23,NO
88,695,0.37,NO
89,162,0.13,NO
90,39,0.27,NO
91,79,0.29,NO
92,85,0.31,NO
93,110,0.1,NO
94,122,0.24,YES
95,53,0.17,NO
96,52,0.08,NO
97,177,0.12,YES
98,533,0.31,YES
99,183,0.19,YES
100,215,0.33,NO
101,76,0.27,NO
102,563,0.27,YES
103,257,0.17,NO
104,55,0.18,NO
105,102,0.21,NO
106,403,0.31,NO
107,35,0.22,NO
108,145,0.22,YES
109,119,0.23,NO
110,108,0.19,NO
111,91,0.13,YES
112,69,0.42,NO
113,80,0.26,NO
114,63,0.34,NO
115,160,0.21,YES
116,102,0.29,YES
117,54,0.13,NO
118,267,0.16,NO
119,55,0.17,NO
120,46,0.22,NO
121,226,0.18,NO
122,54,0.14,NO
123,270,0.2,NO
124,74,0.18,NO
125,359,0.0,NO
126,78,0.0,NO
127,180,0.0,NO
128,57,0.0,NO
129,50,0.0,NO
130,243,0.0,NO
131,254,0.0,NO
132,306,0.0,NO
133,139,0.0,NO
134,372,0.17,NO
135,75,0.0,NO
136,222,0.0,NO
137,571,0.16,YES
138,37,0.2,YES
139,347,0.18,YES
140,120,0.26,YES
141,61,0.21,YES
142,51,0.2,YES
143,157,0.31,YES
144,777,0.26,YES
145,198,0.28,YES
146,114,0.27,YES
147,51,0.2,YES
148,87,0.25,YES
149,61,0.34,NO
150,98,0.28,NO
151,28,0.1,NO
152,55,0.24,NO
153,195,0.2,NO
154,28,0.2,NO
155,50,0.24,NO
156,55,0.16,NO
157,542,0.32,NO
158,130,0.24,NO
159,87,0.23,NO
160,65,0.23,NO
161,140,0.22,NO
162,134,0.27,NO
163,117,0.26,NO
164,28,0.2,NO
165,57,0.23,NO
166,60,0.25,YES
167,62,0.29,NO
168,89,0.28,NO
169,60,0.28,NO
170,68,0.34,NO
171,522,0.19,NO
172,43,0.23,NO
173,247,0.16,NO
174,35,0.25,NO
175,42,0.25,NO
176,57,0.33,NO
177,125,0.22,NO
178,61,0.29,NO
179,92,0.26,NO
180,92,0.21,NO
181,80,0.27,NO
182,101,0.22,NO
183,59,0.24,NO
184,84,0.2,NO
185,81,0.26,NO
186,173,0.18,NO
187,192,0.29,YES
188,53,0.23,YES
189,93,0.31,YES
190,68,0.32,YES
191,68,0.44,YES
192,61,0.2,YES
193,58,0.3,YES
194,84,0.37,YES
195,105,0.33,YES
196,64,0.45,YES
197,181,0.19,YES
198,144,0.24,YES
199,127,0.27,YES
200,62,0.01,YES
201,159,0.38,NO
202,99,0.39,NO
203,73,0.36,NO
204,74,0.44,NO
205,330,0.39,NO
206,81,0.36,NO
207,66,0.39,NO
208,245,0.25,NO
209,91,0.19,NO
210,57,0.29,NO
211,85,0.24,NO
212,94,0.25,NO
213,54,0.27,NO
214,75,0.41,NO
215,137,0.24,NO
216,133,0.24,NO
217,79,0.21,NO
218,76,0.1,NO
219,81,0.26,NO
220,99,0.29,NO
221,115,0.3,NO
222,180,0.18,NO
223,118,0.27,NO
224,132,0.4,NO
225,94,0.33,NO
226,88,0.27,NO
227,51,0.15,NO
228,111,0.4,NO
