InstanceId,PredictedClassProbability,ActualClassLabel,Size
0,0.02534484614867783,NO,8
1,0.02534484614867783,NO,7
2,0.14234791987249268,NO,279
3,0.9999993471728948,NO,836
4,0.02534484614867783,NO,5
5,0.025487333101336985,NO,16
6,0.0262663350137247,NO,36
7,0.025645973213678844,NO,14
8,0.03564705272404872,NO,116
9,0.28957671287178693,NO,189
10,0.08034717750972246,NO,254
11,0.03040516079195309,NO,100
12,0.02713821881905804,NO,53
13,0.02604829209441886,NO,35
14,0.02527052592051393,NO,13
15,0.025128485971744552,NO,8
16,0.02534484614867783,NO,7
17,0.02534484614867783,NO,5
18,0.9826579214269983,NO,409
19,0.14378216526768817,NO,235
20,0.038778740919817624,NO,125
21,0.02534484614867783,NO,4
22,0.02534484614867783,NO,5
23,0.12490026297612511,NO,42
24,0.13111583862459433,NO,29
25,0.02534484614867783,NO,5
26,0.046133243496853334,NO,152
27,0.9911982697330207,NO,648
28,0.04718678690545104,NO,178
29,0.5428224263869669,NO,418
30,0.02518802058661773,NO,7
31,0.02518802058661773,NO,7
32,0.028456740508866752,NO,32
33,0.028392161221598607,NO,76
34,0.047056361529962676,NO,154
35,0.02869434990922658,NO,36
36,0.7096365268501967,NO,363
37,0.06362663215282623,NO,194
38,0.031037652746672074,NO,47
39,0.026242951754833335,NO,36
40,0.05187091476733707,NO,123
41,0.05482735130341102,NO,181
42,0.04102285533784561,NO,149
43,0.02851166342218995,NO,58
44,0.032574102224707434,NO,98
45,0.5965668210473015,NO,335
46,0.02661781711836902,NO,44
47,0.11104893677968962,NO,358
48,0.03051283323267278,NO,82
49,0.025645973213678844,NO,15
50,0.027116240253064302,NO,50
51,0.026954909745193323,NO,55
52,0.02647689423528493,NO,45
53,0.026994617178331595,NO,54
54,0.02533038831363687,NO,13
55,0.029016578540950393,NO,80
56,0.025784944868075893,NO,27
57,0.1415706641622558,NO,70
58,0.025488077108474977,NO,10
59,0.21402932990598397,NO,167
60,0.17510645833886046,NO,143
61,0.025986778340067376,NO,30
62,0.02534484614867783,NO,5
63,0.02865244033263361,NO,74
64,0.027982714352053323,NO,66
65,0.025427109482320805,NO,17
66,0.025845993536636372,NO,27
67,0.03299634341435448,NO,128
68,0.028267229841399354,NO,75
69,0.027902481633898323,NO,68
70,0.026242951754833335,NO,38
71,0.026727311044856508,NO,49
72,0.11374907136321966,NO,10
73,0.8407880515417244,NO,341
74,0.033565507557399274,NO,109
75,0.029401052092774528,NO,87
76,0.02643792764889196,NO,43
77,0.025818789595990568,NO,22
78,0.025488077108474977,NO,10
79,0.025488077108474977,NO,12
80,0.025488077108474977,NO,12
81,0.026869529980975214,NO,46
82,0.02518802058661773,NO,8
83,0.5965668210473015,NO,336
84,0.43043931071190644,NO,168
85,0.027303538592057103,NO,57
86,0.025845993536636372,NO,29
87,0.025487333101336985,NO,18
88,0.02534484614867783,NO,7
89,0.02534484614867783,NO,4
90,0.025845993536636372,NO,27
91,0.13951952053164082,NO,72
92,0.14059825844378543,NO,70
93,0.027239143443247568,NO,62
94,0.02604829209441886,NO,30
95,0.026687986018112494,NO,49
96,0.027902481633898323,NO,69
97,0.026869529980975214,NO,46
98,0.026954909745193323,NO,52
99,0.02742433099323384,NO,61
100,0.03433937526543551,NO,135
101,0.02938017235546508,NO,91
102,0.02533038831363687,NO,9
103,0.026204320198903328,NO,36
104,0.13879999810658405,NO,62
