InstanceId,PredictedClassProbability,ActualClassLabel,Size
0,2.3439558982600863E-4,NO,18
1,2.3439558982600863E-4,NO,44
2,2.3439558982600863E-4,NO,34
3,2.3439558982600863E-4,NO,19
4,2.3439558982600863E-4,NO,8
5,2.3439558982600863E-4,NO,7
6,4.6857151745759694E-4,NO,402
7,4.6857151745759694E-4,NO,1170
8,4.6857151745759694E-4,NO,114
9,2.3439558982600863E-4,NO,5
10,2.3439558982600863E-4,NO,16
11,2.3439558982600863E-4,NO,11
12,4.6857151745759694E-4,NO,143
13,2.3439558982600863E-4,NO,4
14,4.6857151745759694E-4,NO,141
15,2.3439558982600863E-4,NO,16
16,4.6857151745759694E-4,NO,40
17,2.3439558982600863E-4,NO,16
18,4.6857151745759694E-4,NO,173
19,4.6857151745759694E-4,NO,168
20,4.6857151745759694E-4,NO,261
21,0.9999531032942252,NO,271
22,4.6857151745759694E-4,NO,97
23,2.3439558982600863E-4,NO,12
24,4.6857151745759694E-4,NO,53
25,2.3439558982600863E-4,NO,35
26,2.3439558982600863E-4,NO,18
27,2.3439558982600863E-4,NO,13
28,2.3439558982600863E-4,NO,9
29,4.6857151745759694E-4,NO,50
30,2.3439558982600863E-4,NO,6
31,2.3439558982600863E-4,NO,5
32,4.6857151745759694E-4,NO,714
33,4.6857151745759694E-4,NO,277
34,0.9999531032942252,NO,140
35,2.3439558982600863E-4,NO,4
36,2.3439558982600863E-4,NO,4
37,2.3439558982600863E-4,NO,5
38,4.6857151745759694E-4,NO,120
39,2.3439558982600863E-4,NO,5
40,4.6857151745759694E-4,NO,346
41,4.6857151745759694E-4,NO,654
42,4.6857151745759694E-4,NO,71
43,4.6857151745759694E-4,NO,363
44,4.6857151745759694E-4,NO,144
45,2.3439558982600863E-4,NO,7
46,2.3439558982600863E-4,NO,7
47,4.6857151745759694E-4,NO,31
48,4.6857151745759694E-4,NO,94
49,4.6857151745759694E-4,NO,154
50,4.6857151745759694E-4,NO,75
51,4.6857151745759694E-4,NO,51
52,4.6857151745759694E-4,NO,84
53,4.6857151745759694E-4,NO,582
54,4.6857151745759694E-4,NO,213
55,4.6857151745759694E-4,NO,49
56,2.3439558982600863E-4,NO,36
57,4.6857151745759694E-4,NO,144
58,4.6857151745759694E-4,NO,193
59,4.6857151745759694E-4,NO,152
60,4.6857151745759694E-4,NO,59
61,4.6857151745759694E-4,NO,98
62,0.9999531032942252,NO,363
63,2.3439558982600863E-4,NO,44
64,0.9999531032942252,NO,360
65,4.6857151745759694E-4,NO,82
66,2.3439558982600863E-4,NO,10
67,0.9999531032942252,NO,414
68,4.6857151745759694E-4,NO,114
69,4.6857151745759694E-4,NO,78
70,2.3439558982600863E-4,NO,10
71,2.3439558982600863E-4,NO,12
72,2.3439558982600863E-4,NO,12
73,0.9999531032942252,NO,225
74,4.6857151745759694E-4,NO,40
75,4.6857151745759694E-4,NO,30
76,4.6857151745759694E-4,NO,75
77,4.6857151745759694E-4,NO,30
78,4.6857151745759694E-4,NO,11
79,2.3439558982600863E-4,NO,4
80,4.6857151745759694E-4,NO,27
81,2.3439558982600863E-4,NO,15
82,4.6857151745759694E-4,NO,52
83,4.6857151745759694E-4,NO,70
84,4.6857151745759694E-4,NO,82
85,4.6857151745759694E-4,NO,119
86,4.6857151745759694E-4,NO,55
87,2.3439558982600863E-4,NO,14
88,4.6857151745759694E-4,NO,511
89,4.6857151745759694E-4,NO,82
90,2.3439558982600863E-4,NO,5
91,2.3439558982600863E-4,NO,45
92,2.3439558982600863E-4,NO,54
93,4.6857151745759694E-4,NO,51
94,4.6857151745759694E-4,NO,88
95,2.3439558982600863E-4,NO,26
96,2.3439558982600863E-4,NO,27
97,4.6857151745759694E-4,NO,124
98,4.6857151745759694E-4,NO,341
99,4.6857151745759694E-4,NO,111
100,4.6857151745759694E-4,NO,95
101,2.3439558982600863E-4,NO,10
102,4.6857151745759694E-4,NO,385
103,4.6857151745759694E-4,NO,182
104,2.3439558982600863E-4,NO,30
105,4.6857151745759694E-4,NO,68
106,4.6857151745759694E-4,NO,324
107,2.3439558982600863E-4,NO,7
108,4.6857151745759694E-4,NO,101
109,4.6857151745759694E-4,NO,80
110,4.6857151745759694E-4,NO,47
111,4.6857151745759694E-4,NO,63
112,2.3439558982600863E-4,NO,40
113,4.6857151745759694E-4,NO,48
114,2.3439558982600863E-4,NO,34
115,4.6857151745759694E-4,NO,112
116,4.6857151745759694E-4,NO,72
117,2.3439558982600863E-4,NO,27
118,4.6857151745759694E-4,NO,165
119,2.3439558982600863E-4,NO,28
120,2.3439558982600863E-4,NO,19
121,4.6857151745759694E-4,NO,161
122,2.3439558982600863E-4,NO,20
123,4.6857151745759694E-4,NO,194
124,2.3439558982600863E-4,NO,38
125,4.689670577481931E-5,NO,212
126,4.689670577481931E-5,NO,45
127,4.689670577481931E-5,NO,107
128,2.4683573376694703E-5,NO,11
129,4.689670577481931E-5,NO,22
130,4.689670577481931E-5,NO,126
131,5.861950768762178E-5,NO,191
132,4.689670577481931E-5,NO,198
133,4.689670577481931E-5,NO,65
134,1.5628814871920698E-4,NO,265
135,2.039095307521265E-5,NO,44
136,4.689670577481931E-5,NO,139
137,4.6857151745759694E-4,NO,251
138,4.6857151745759694E-4,NO,6
139,4.6857151745759694E-4,NO,215
140,4.6857151745759694E-4,NO,44
141,4.6857151745759694E-4,NO,27
142,4.6857151745759694E-4,NO,13
143,4.6857151745759694E-4,NO,61
144,4.6857151745759694E-4,NO,363
145,4.6857151745759694E-4,NO,86
146,4.6857151745759694E-4,NO,43
147,4.6857151745759694E-4,NO,13
148,4.6857151745759694E-4,NO,33
149,2.3439558982600863E-4,NO,29
150,4.6857151745759694E-4,NO,66
151,2.3439558982600863E-4,NO,6
152,4.6857151745759694E-4,NO,30
153,4.6857151745759694E-4,NO,115
154,2.3439558982600863E-4,NO,5
155,2.3439558982600863E-4,NO,23
156,2.3439558982600863E-4,NO,20
157,4.6857151745759694E-4,NO,231
158,4.6857151745759694E-4,NO,78
159,4.6857151745759694E-4,NO,54
160,2.3439558982600863E-4,NO,27
161,4.6857151745759694E-4,NO,91
162,4.6857151745759694E-4,NO,94
163,4.6857151745759694E-4,NO,75
164,2.3439558982600863E-4,NO,5
165,2.3439558982600863E-4,NO,26
166,2.3439558982600863E-4,NO,30
167,2.3439558982600863E-4,NO,32
168,4.6857151745759694E-4,NO,57
169,2.3439558982600863E-4,NO,31
170,4.6857151745759694E-4,NO,41
171,4.6857151745759694E-4,NO,441
172,2.3439558982600863E-4,NO,19
173,4.6857151745759694E-4,NO,193
174,2.3439558982600863E-4,NO,11
175,2.3439558982600863E-4,NO,12
176,2.3439558982600863E-4,NO,31
177,4.6857151745759694E-4,NO,69
178,2.3439558982600863E-4,NO,33
179,2.3439558982600863E-4,NO,54
180,2.3439558982600863E-4,NO,54
181,2.3439558982600863E-4,NO,48
182,4.6857151745759694E-4,NO,66
183,2.3439558982600863E-4,NO,30
184,4.6857151745759694E-4,NO,50
185,2.3439558982600863E-4,NO,52
186,4.6857151745759694E-4,NO,117
187,4.6857151745759694E-4,NO,65
188,4.6857151745759694E-4,NO,24
189,4.6857151745759694E-4,NO,37
190,4.6857151745759694E-4,NO,29
191,4.6857151745759694E-4,NO,28
192,4.6857151745759694E-4,NO,29
193,4.6857151745759694E-4,NO,20
194,4.6857151745759694E-4,NO,38
195,4.6857151745759694E-4,NO,46
196,4.6857151745759694E-4,NO,22
197,4.6857151745759694E-4,NO,84
198,4.6857151745759694E-4,NO,92
199,4.6857151745759694E-4,NO,70
200,4.6857151745759694E-4,NO,37
201,4.6857151745759694E-4,NO,71
202,4.6857151745759694E-4,NO,15
203,2.3439558982600863E-4,NO,9
204,4.6857151745759694E-4,NO,9
205,4.6857151745759694E-4,NO,268
206,2.3439558982600863E-4,NO,48
207,2.3439558982600863E-4,NO,36
208,4.6857151745759694E-4,NO,197
209,2.3439558982600863E-4,NO,59
210,2.3439558982600863E-4,NO,27
211,4.6857151745759694E-4,NO,62
212,2.3439558982600863E-4,NO,64
213,2.3439558982600863E-4,NO,30
214,4.6857151745759694E-4,NO,47
215,4.6857151745759694E-4,NO,107
216,4.6857151745759694E-4,NO,95
217,4.6857151745759694E-4,NO,47
218,2.3439558982600863E-4,NO,49
219,4.6857151745759694E-4,NO,56
220,4.6857151745759694E-4,NO,64
221,4.6857151745759694E-4,NO,86
222,4.6857151745759694E-4,NO,139
223,4.6857151745759694E-4,NO,85
224,4.6857151745759694E-4,NO,85
225,4.6857151745759694E-4,NO,65
226,2.3439558982600863E-4,NO,56
227,2.3439558982600863E-4,NO,9
228,4.6857151745759694E-4,NO,69
