InstanceId,PredictedClassProbability,ActualClassLabel,Size
0,0.07144360269360268,NO,15
1,2.2318937618569356E-5,NO,8
2,9.820578039223387E-6,NO,7
3,4.09165302782324E-5,NO,320
4,2.4539877300613493E-4,NO,1123
5,4.6323961995821575E-6,NO,5
6,6.137228427642077E-5,NO,16
7,2.7278430944652063E-5,NO,16
8,2.4539877300613493E-4,NO,40
9,6.137228427642077E-5,NO,16
10,8.182636445462727E-5,NO,169
11,8.182636445462727E-5,NO,168
12,1.227295041728031E-4,NO,261
13,2.4539877300613493E-4,NO,275
14,4.909903274905484E-5,NO,97
15,6.137228427642077E-5,NO,12
16,2.7278430944652063E-5,NO,53
17,2.7278430944652063E-5,NO,35
18,2.7278430944652063E-5,NO,13
19,6.137228427642077E-5,NO,9
20,1.227295041728031E-4,NO,50
21,3.068802553243724E-5,NO,6
22,4.6323961995821575E-6,NO,5
23,0.9997546012269937,NO,552
24,2.4539877300613493E-4,NO,274
25,8.182636445462727E-5,NO,136
26,7.4398672727678536E-6,NO,4
27,7.4398672727678536E-6,NO,4
28,4.6323961995821575E-6,NO,5
29,4.6323961995821575E-6,NO,5
30,8.182636445462727E-5,NO,346
31,8.182636445462727E-5,NO,647
32,8.182636445462727E-5,NO,68
33,8.182636445462727E-5,NO,363
34,8.182636445462727E-5,NO,126
35,8.466038486610959E-6,NO,7
36,8.466038486610959E-6,NO,7
37,8.182636445462727E-5,NO,30
38,8.182636445462727E-5,NO,94
39,0.1250230160191493,NO,154
40,8.182636445462727E-5,NO,75
41,8.182636445462727E-5,NO,40
42,8.182636445462727E-5,NO,84
43,8.182636445462727E-5,NO,375
44,8.182636445462727E-5,NO,207
45,8.182636445462727E-5,NO,49
46,2.045910225459307E-5,NO,36
47,8.182636445462727E-5,NO,144
48,8.182636445462727E-5,NO,188
49,8.182636445462727E-5,NO,152
50,2.7278430944652063E-5,NO,58
51,2.7278430944652063E-5,NO,98
52,1.227295041728031E-4,NO,363
53,1.8885384600857397E-5,NO,44
54,2.4539877300613493E-4,NO,359
55,2.7278430944652063E-5,NO,82
56,8.768391701594093E-6,NO,10
57,2.4539877300613493E-4,NO,402
58,1.227295041728031E-4,NO,101
59,3.507172167081682E-5,NO,76
60,8.768391701594093E-6,NO,10
61,9.820578039223387E-6,NO,12
62,9.820578039223387E-6,NO,12
63,1.227295041728031E-4,NO,160
64,2.4539877300613493E-4,NO,65
65,1.3639587538872824E-5,NO,30
66,2.455072179122066E-5,NO,18
67,9.820578039223387E-6,NO,7
68,7.4398672727678536E-6,NO,4
69,2.7278430944652063E-5,NO,27
70,8.182636445462727E-5,NO,52
71,8.182636445462727E-5,NO,70
72,1.227295041728031E-4,NO,81
73,4.909903274905484E-5,NO,119
74,8.182636445462727E-5,NO,47
75,2.045910225459307E-5,NO,9
76,1.227295041728031E-4,NO,345
77,2.4539877300613493E-4,NO,82
