InstanceId,Size,PredictedClassProbability,ActualClassLabel
0,215,0.04,215
1,273,0.2,273
2,460,0.38,460
3,138,0.25,138
4,358,0.54,358
5,1248,0.56,1248
6,51,0.0,51
7,157,0.25,157
8,31,0.0,31
9,981,0.35,981
10,180,0.02,180
11,262,0.39,262
12,553,0.24,553
13,40,0.0,40
14,369,0.48,369
15,390,0.37,390
16,51,0.0,51
17,577,0.06,577
18,32,0.07,32
19,66,0.04,66
20,188,0.2,188
21,582,0.08,582
22,160,0.16,160
23,50,0.03,50
24,27,0.0,27
25,923,0.52,923
26,60,0.452,60
27,62,0.05,62
28,87,0.12166666666666666,87
29,52,0.03,52
30,268,0.07,268
31,163,0.15,163
32,109,0.23,109
33,147,0.04,147
34,58,0.02,58
35,44,0.29,44
36,106,0.30333333333333334,106
37,139,0.13,139
38,326,0.08,326
39,648,0.29,648
40,792,0.37,792
41,319,0.46,319
42,55,0.0,55
43,191,0.03,191
44,90,0.53,90
45,273,0.11,273
46,137,0.13,137
47,79,0.17,79
48,82,0.09,82
49,147,0.05,147
50,422,0.2,422
51,979,0.36,979
52,495,0.12,495
53,189,0.12,189
54,167,0.18,167
55,86,0.26,86
56,182,0.07,182
57,361,0.48,361
58,126,0.04,126
59,106,0.2833333333333334,106
60,109,0.07,109
61,85,0.06,85
62,236,0.23,236
63,315,0.33,315
64,695,0.6,695
65,27,0.0,27
66,89,0.4391666666666667,89
67,301,0.4,301
68,153,0.01,153
69,92,0.2766666666666666,92
70,466,0.39,466
71,93,0.16166666666666665,93
72,244,0.06,244
73,192,0.15,192
74,252,0.32,252
75,109,0.34,109
76,601,0.09,601
77,565,0.32,565
78,69,0.29,69
79,77,0.13,77
80,94,0.12166666666666666,94
81,337,0.09,337
82,214,0.08,214
83,79,0.06,79
84,25,0.0,25
85,84,0.12,84
86,34,0.0,34
87,33,0.06,33
88,104,0.59,104
89,172,0.17,172
90,70,0.0,70
91,140,0.06,140
92,156,0.39,156
93,248,0.12,248
94,277,0.26,277
95,189,0.44,189
96,194,0.39,194
97,346,0.33,346
98,304,0.04,304
99,356,0.38,356
100,84,0.43,84
101,53,0.01,53
102,132,0.13,132
103,4088,0.17,4088
104,691,0.55,691
105,47,0.13,47
106,101,0.18,101
107,510,0.32,510
108,328,0.59,328
109,273,0.11,273
110,136,0.09,136
111,56,0.06,56
112,74,0.0,74
113,359,0.55,359
114,174,0.02,174
115,148,0.03,148
116,92,0.11,92
117,45,0.07,45
118,168,0.11,168
119,77,0.44,77
120,666,0.39,666
121,88,0.20166666666666666,88
122,262,0.34,262
123,54,0.01,54
124,48,0.08,48
125,140,0.03,140
126,152,0.13,152
127,39,0.0,39
128,131,0.015000000000000003,131
129,47,0.08,47
130,129,0.05,129
131,43,0.49,43
132,243,0.06,243
133,62,0.13,62
134,45,0.07,45
135,97,0.37285714285714283,97
136,476,0.1,476
137,77,0.71,77
138,69,0.03,69
139,104,0.09,104
140,115,0.09,115
141,421,0.1,421
142,61,0.01,61
143,2009,0.27,2009
144,179,0.06,179
145,106,0.02,106
146,33,0.01,33
147,657,0.07,657
148,295,0.09,295
149,872,0.12,872
150,444,0.08,444
151,168,0.0,168
152,752,0.11,752
153,135,0.03,135
154,1126,0.32,1126
155,163,0.05,163
156,184,0.07,184
157,51,0.03,51
158,25,0.02,25
159,180,0.02,180
160,64,0.12,64
161,101,0.0,101
162,512,0.31,512
163,187,0.16,187
164,56,0.0,56
165,39,0.0,39
166,261,0.15,261
167,73,0.03,73
168,65,0.09,65
169,329,0.09,329
170,64,0.19,64
171,164,0.01,164
172,624,0.19,624
173,74,0.06,74
174,117,0.02,117
175,84,0.01,84
176,226,0.32,226
177,76,0.06,76
178,323,0.04,323
179,72,0.0,72
180,42,0.0,42
181,48,0.0,48
182,89,0.13,89
183,380,0.23,380
184,141,0.52,141
185,148,0.2833333333333333,148
186,191,0.3,191
187,46,0.03,46
188,165,0.03,165
