InstanceId,Size,PredictedClassProbability,ActualClassLabel
0,168,0.55,168
1,229,0.46,229
2,375,0.24,375
3,88,0.39,88
4,289,0.42,289
5,917,0.73,917
6,21,0.04,21
7,19,0.06,19
8,114,0.41,114
9,5,0.0,5
10,756,0.83,756
11,23,0.28,23
12,123,0.36,123
13,21,0.38,21
14,55,0.62,55
15,34,0.25,34
16,204,0.61,204
17,45,0.4,45
18,583,0.89,583
19,9,0.06,9
20,280,0.36,280
21,323,0.38,323
22,7,0.27,7
23,427,0.56,427
24,8,0.45,8
25,38,0.25,38
26,346,0.68,346
27,435,0.8,435
28,206,0.59,206
29,559,0.65,559
30,150,0.36,150
31,7,0.0,7
32,16,0.37,16
33,4,0.0,4
34,111,0.59,111
35,8,0.0,8
36,29,0.36,29
37,48,0.44,48
38,23,0.23,23
39,214,0.53,214
40,169,0.53,169
41,19,0.4,19
42,47,0.25,47
43,83,0.11,83
44,24,0.24,24
45,15,0.54,15
46,57,0.46,57
47,129,0.43,129
48,32,0.45,32
49,278,0.41,278
50,386,0.56,386
51,460,0.7,460
52,16,0.33,16
53,217,0.55,217
54,4,0.32,4
55,30,0.03,30
56,61,0.4,61
57,115,0.78,115
58,15,0.28,15
59,17,0.47,17
60,181,0.3,181
61,77,0.54,77
62,38,0.31,38
63,39,0.36,39
64,77,0.39,77
65,278,0.41,278
66,617,0.76,617
67,350,0.58,350
68,131,0.4,131
69,127,0.43,127
70,52,0.29,52
71,127,0.48,127
72,298,0.6,298
73,417,0.57,417
74,83,0.44,83
75,119,0.47,119
76,68,0.48,68
77,47,0.03,47
78,90,0.6,90
79,136,0.77,136
80,8,0.41,8
81,395,0.69,395
82,4,0.0,4
83,44,0.0,44
84,329,0.58,329
85,111,0.44,111
86,57,0.33,57
87,319,0.46,319
88,58,0.41,58
89,126,0.52,126
90,46,0.32,46
91,136,0.47,136
92,25,0.32,25
93,485,0.53,485
94,462,0.66,462
95,42,0.02,42
96,43,0.34,43
97,66,0.29,66
98,290,0.49,290
99,143,0.34,143
100,13,0.28,13
101,4,0.4,4
102,31,0.33,31
103,13,0.33,13
104,12,0.29,12
105,20,0.08,20
106,20,0.24,20
107,22,0.21,22
108,89,0.42,89
109,108,0.3,108
110,51,0.28,51
111,71,0.22,71
112,6,0.36,6
113,8,0.24,8
114,22,0.38,22
115,564,0.56,564
116,12,0.27,12
117,94,0.48,94
118,135,0.35,135
119,7,0.27,7
120,143,0.27,143
121,249,0.82,249
122,150,0.57,150
123,151,0.6,151
124,197,0.48,197
125,56,0.48,56
126,261,0.69,261
127,266,0.48,266
128,50,0.22,50
129,9,0.0,9
130,63,0.33,63
131,3670,0.54,3670
132,638,0.92,638
133,23,0.25,23
134,68,0.17,68
135,409,0.83,409
136,212,0.53,212
137,202,0.33,202
138,95,0.4,95
139,20,0.28,20
140,33,0.24,33
141,279,0.56,279
142,104,0.23,104
143,84,0.28,84
144,39,0.27,39
145,16,0.21,16
146,19,0.32,19
147,101,0.43,101
148,30,0.3,30
149,396,0.39,396
150,40,0.44,40
151,196,0.68,196
152,22,0.12,22
153,20,0.5,20
154,73,0.39,73
155,80,0.69,80
156,69,0.17,69
157,15,0.37,15
158,379,0.47,379
159,67,0.41,67
160,20,0.3,20
161,57,0.43,57
162,6,0.32,6
163,28,0.25,28
164,137,0.49,137
165,170,0.74,170
166,28,0.16,28
167,21,0.11,21
168,50,0.43,50
169,95,0.42,95
170,37,0.25,37
171,70,0.37,70
172,28,0.0,28
173,55,0.51,55
174,52,0.45,52
175,40,0.23,40
176,38,0.41,38
177,45,0.47,45
178,39,0.21,39
179,43,0.48,43
180,39,0.35,39
181,8,0.01,8
182,5,0.0,5
183,55,0.44,55
184,15,0.19,15
185,42,0.18,42
186,7,0.28,7
187,37,0.3,37
188,7,0.27,7
189,7,0.3,7
190,298,0.0,298
191,43,0.01,43
192,37,0.44166666666666676,37
193,67,0.0725,67
194,76,0.0,76
195,51,0.0,51
196,29,0.04,29
197,1447,0.0,1447
198,89,0.0,89
199,50,0.0,50
200,11,0.51,11
201,547,0.0,547
202,215,0.0,215
203,613,0.0,613
204,314,0.0,314
205,117,0.01,117
206,630,0.0,630
207,90,0.0,90
208,996,0.0,996
209,115,0.03,115
210,136,0.0,136
211,22,0.0,22
212,4,0.03,4
213,135,0.08,135
214,35,0.0,35
215,52,0.01,52
216,381,0.03,381
217,145,0.03,145
218,25,0.25152380952380954,25
219,14,0.0,14
220,212,0.2,212
221,40,0.0,40
222,32,0.0,32
223,254,0.02,254
224,36,0.01,36
225,97,0.0,97
226,446,0.02,446
227,44,0.05,44
228,64,0.06,64
229,50,0.0,50
230,124,0.01,124
231,44,0.0,44
232,215,0.03,215
233,28,0.0,28
234,6,0.0,6
235,7,0.0,7
236,14,0.23468253968253974,14
237,50,0.03,50
238,98,0.87,98
239,100,0.17,100
240,137,0.0,137
241,24,0.0,24
242,109,0.03,109
243,76,0.01,76
244,22,0.0,22
245,105,0.06,105
246,41,0.0,41
247,10,0.0,10
248,10,0.0,10
249,10,0.0,10
250,9,0.0,9
251,10,0.0,10
252,10,0.0,10
253,83,0.09,83
254,52,0.48,52
255,63,0.01,63
256,44,0.02,44
257,40,0.2,40
258,47,0.28,47
259,51,0.54,51
260,97,0.17,97
261,40,0.0,40
262,9,0.0,9
263,32,0.0,32
264,68,0.0,68
265,101,0.17,101
266,307,0.43,307
267,116,0.2,116
268,23,0.0,23
269,17,0.0,17
270,386,0.53,386
271,301,0.69,301
272,209,0.29,209
273,40,0.0,40
274,50,0.04,50
275,168,0.35,168
276,231,0.04,231
277,24,0.1298413808413809,24
278,61,0.01,61
279,59,0.04,59
280,239,0.61,239
281,95,0.15,95
282,26,0.0,26
283,269,0.78,269
284,195,0.6,195
285,26,0.0,26
286,1,0.0,1
287,17,0.01,17
288,34,0.0,34
289,22,0.0,22
290,3,0.0,3
291,9,0.0,9
292,44,0.0,44
293,9,0.07,9
294,6,0.0,6
295,93,0.0,93
296,26,0.01,26
297,24,0.1298413808413809,24
298,61,0.06,61
299,76,0.0,76
300,18,0.0,18
301,18,0.0,18
302,29,0.0,29
303,7,0.0,7
304,6,0.0,6
305,194,0.09,194
306,15290,0.0,15290
307,47,0.02,47
308,90,0.0,90
309,39,0.0,39
310,65,0.2494365079365079,65
311,354,0.56,354
312,335,0.03,335
313,847,0.0,847
314,69,0.0,69
315,247,0.2,247
316,86,0.09,86
317,62,0.06,62
318,68,0.23,68
319,55,0.15,55
320,69,0.0,69
321,14,0.23468253968253974,14
322,297,0.2,297
323,11,0.01,11
324,74,0.01,74
325,10,0.0,10
326,55,0.04,55
327,6,0.0,6
328,6,0.0,6
329,22,0.0,22
330,626,0.21,626
331,40,0.0,40
332,5,0.0,5
333,74,0.0025,74
334,43,0.23048412698412699,43
335,6,0.0,6
336,21,0.0,21
337,4,0.0,4
338,63,0.02,63
339,169,0.37,169
340,138,0.13,138
341,75,0.04,75
342,5,0.0,5
343,4,0.0,4
344,17,0.0,17
345,86,0.1,86
346,93,0.21,93
347,707,0.0,707
348,25,0.07575793650793652,25
349,21,0.01,21
350,16,0.0,16
351,663,0.12,663
352,401,0.36,401
353,46,0.06,46
354,11,0.0,11
355,37,0.006666666666666666,37
356,131,0.04,131
357,104,0.17,104
358,882,0.47,882
359,47,0.0,47
360,57,0.06,57
361,4,0.0,4
362,4,0.0,4
363,348,0.37,348
364,32,0.01,32
365,29,0.0,29
366,16,0.0,16
367,4,0.0,4
368,37,0.0,37
369,478,0.6,478
370,33,0.0,33
371,7,0.0,7
372,10,0.0,10
373,29,0.0,29
374,27,0.0,27
375,85,0.0,85
376,134,0.09,134
377,42,0.02,42
378,13,0.0,13
379,31,0.01,31
380,35,0.0,35
381,78,0.06,78
382,42,0.0,42
383,58,0.02,58
384,41,0.0,41
385,14,0.0,14
386,40,0.03,40
387,51,0.0,51
388,285,0.0,285
389,24,0.0,24
390,605,0.49,605
391,42,0.0,42
392,83,0.18,83
393,138,0.35,138
394,101,0.35,101
395,7,0.0,7
396,17,0.0,17
397,174,0.23,174
398,105,0.09,105
399,77,0.09,77
400,16,0.13,16
401,284,0.45,284
402,14,0.01,14
403,7,0.0,7
404,30,0.03,30
405,242,0.03,242
406,258,0.69,258
407,62,0.0,62
408,13,0.0,13
409,67,0.01,67
410,77,0.04,77
411,170,0.38,170
412,397,0.27,397
