InstanceId,Size,PredictedClassProbability,ActualClassLabel
0,168,0.44,168
1,227,0.02,227
2,373,0.02,373
3,87,0.0,87
4,288,0.01,288
5,895,0.16,895
6,21,0.007142857142857144,21
7,111,0.56,111
8,5,0.0,5
9,693,0.51,693
10,121,0.94,121
11,202,0.21,202
12,387,0.83,387
13,9,0.0,9
14,269,0.41,269
15,322,0.01,322
16,7,0.0,7
17,404,0.73,404
18,8,0.05,8
19,39,0.04,39
20,112,0.73,112
21,366,0.77,366
22,112,0.7,112
23,16,0.05,16
24,4,0.0,4
25,718,0.49,718
26,10,0.0,10
27,29,0.03,29
28,48,0.06,48
29,23,0.09,23
30,160,0.78,160
31,133,0.01,133
32,18,0.2,18
33,83,0.0,83
34,24,0.21,24
35,15,0.0,15
36,57,0.28,57
37,32,0.13,32
38,278,0.19,278
39,275,0.79,275
40,460,0.88,460
41,239,0.69,239
42,4,0.1,4
43,30,0.0,30
44,115,0.15,115
45,15,0.0,15
46,181,0.13,181
47,62,0.52,62
48,27,0.0,27
49,39,0.008333333333333335,39
50,77,0.0,77
51,278,0.0,278
52,592,0.63,592
53,350,0.88,350
54,116,0.21,116
55,104,0.57,104
56,51,0.03,51
57,115,0.46,115
58,279,0.62,279
59,83,0.0,83
60,65,0.04,65
61,68,0.05,68
62,47,0.0,47
63,89,0.01,89
64,89,0.17,89
65,277,0.69,277
66,4,0.0,4
67,44,0.37,44
68,181,0.68,181
69,111,0.65,111
70,57,0.0,57
71,331,0.47,331
72,58,0.12,58
73,126,0.0,126
74,43,0.26,43
75,134,0.1,134
76,25,0.21,25
77,474,0.24,474
78,462,0.19,462
79,42,0.05,42
80,43,0.16557142857142856,43
81,66,0.51,66
82,285,0.22,285
83,143,0.0,143
84,13,0.1,13
85,4,0.0,4
86,31,0.04,31
87,13,0.0,13
88,12,0.12,12
89,20,0.0,20
90,20,0.0,20
91,22,0.025892857142857148,22
92,89,0.0,89
93,107,0.22,107
94,170,0.58,170
95,143,0.0,143
96,217,0.56,217
97,62,0.02,62
98,493,0.34,493
99,52,0.22,52
100,9,0.11,9
101,59,0.09,59
102,3670,0.0,3670
103,397,0.64,397
104,540,0.66,540
105,68,0.15,68
106,407,0.79,407
107,212,0.3,212
108,200,0.13,200
109,95,0.0,95
110,20,0.02,20
111,33,0.0,33
112,276,0.39,276
113,104,0.01,104
114,84,0.0,84
115,39,0.01,39
116,16,0.0,16
117,87,0.01,87
118,30,0.0,30
119,395,0.0,395
120,40,0.11,40
121,195,0.25,195
122,22,0.1,22
123,14,0.2,14
124,69,0.59,69
125,69,0.01,69
126,15,0.0,15
127,67,0.04,67
