InstanceId,Size,PredictedClassProbability,ActualClassLabel
0,168,1.0,168
1,229,1.0,229
2,375,1.0,375
3,88,0.09850373602769541,88
4,289,0.999997682991041,289
5,917,1.0,917
6,21,2.8579117522904306E-4,21
7,19,0.001464949879492655,19
8,114,1.0,114
9,5,1.3214212443262119E-4,5
10,756,1.0,756
11,23,0.34840082507264053,23
12,123,1.0,123
13,21,0.9995064682316511,21
14,55,0.9947384919625735,55
15,34,0.03846931247959628,34
16,204,0.015025921382371493,204
17,45,0.012850479061832574,45
18,583,1.0,583
19,9,2.8579117522904306E-4,9
20,280,0.2234568661858485,280
21,323,1.0,323
22,7,0.011938973724432093,7
23,427,0.99999586699046,427
24,8,0.0014851583151837505,8
25,38,0.8008594590758472,38
26,346,1.0,346
27,435,0.9266060961874913,435
28,206,0.04447665103508359,206
29,559,0.9981670721146053,559
30,150,1.0,150
31,7,0.0014798950770494332,7
32,16,1.0,16
33,4,1.3214212443262119E-4,4
34,111,1.0,111
35,8,2.8579117522904306E-4,8
36,29,0.9999995470682802,29
37,48,1.0,48
38,23,0.011938973724432093,23
39,214,0.016197194580517174,214
40,169,0.9999939604897756,169
41,19,0.011606635949292742,19
42,47,0.08911145840096801,47
43,83,3.284970854093656E-4,83
44,24,0.8756863991422522,24
45,15,0.0014851583151837505,15
46,57,0.022870710358268834,57
47,129,1.0,129
48,32,0.9636948116654045,32
49,278,0.03127969972655345,278
50,386,0.992442956479458,386
51,460,0.9999999997045766,460
52,16,1.0,16
53,217,0.38432500921547025,217
54,4,0.011938973724432093,4
55,30,2.970757381704135E-4,30
56,61,1.0,61
57,115,0.3085688408167967,115
58,15,0.999999996246271,15
59,17,1.0,17
60,181,0.007326494635973736,181
61,77,0.010186014469277147,77
62,38,1.0,38
63,39,0.9999999924792145,39
64,77,0.9999999932245625,77
65,278,0.0393942063327106,278
66,617,1.0,617
67,350,0.23795786757482768,350
68,131,0.7562751554196633,131
69,127,1.0,127
70,52,0.1733696788838454,52
71,127,0.02639029330699846,127
72,298,0.747280442137813,298
73,417,1.0,417
74,83,1.0,83
75,119,0.04352331990848363,119
76,68,1.0,68
77,47,2.970757381704135E-4,47
78,90,0.38151093151048104,90
79,136,0.9999999999999176,136
80,8,0.0014851583151837505,8
81,395,1.0,395
82,4,1.3214212443262119E-4,4
83,44,1.3736063529704674E-4,44
84,329,0.9401696164560748,329
85,111,1.0,111
86,57,1.0,57
87,319,1.0,319
88,58,1.0,58
89,126,1.0,126
90,46,1.0,46
91,136,1.0,136
92,25,1.0,25
93,485,0.013727294899486937,485
94,462,0.999996604493177,462
95,42,1.4720151585810327E-4,42
96,43,0.002643308245272684,43
97,66,0.002643308245272684,66
98,290,0.03301204735640683,290
99,143,0.0029823471280185187,143
100,13,0.002543127644647939,13
101,4,0.0014851583151837505,4
102,31,0.001543727174702191,31
103,13,0.0014851583151837505,13
104,12,0.011938973724432093,12
105,20,0.0014755948921644619,20
106,20,0.22881330014134546,20
107,22,0.0014851583151837505,22
108,89,0.0029221624381209456,89
109,108,0.9987896075482731,108
110,51,0.9999999980096872,51
111,71,0.9143243775240701,71
112,6,0.0014851583151837505,6
113,8,0.9999323674789291,8
114,22,0.9999909835591466,22
115,564,0.999991733112945,564
116,12,0.1656000837856697,12
117,94,0.187373124498279,94
118,135,1.0,135
119,7,1.0,7
120,143,0.003039289913986743,143
121,249,0.9999990739845345,249
122,150,0.3535896125019323,150
123,151,0.0818518144401279,151
124,197,0.037639607961270076,197
125,56,1.0,56
126,261,0.978935883736032,261
127,266,0.2574147714013577,266
128,50,2.970757381704135E-4,50
129,9,1.3214212443262119E-4,9
130,63,1.0,63
131,3670,1.0,3670
132,638,1.0,638
133,23,0.06447218092712263,23
134,68,2.941319588252882E-4,68
135,409,1.0,409
136,212,0.910234792093184,212
137,202,0.7424265849555535,202
138,95,1.0,95
139,20,0.011938973724432093,20
140,33,0.9999999384629118,33
141,279,0.9992071841390455,279
142,104,0.0029221624381209456,104
143,84,0.1859151721875703,84
144,39,0.018107553278603146,39
145,16,1.0,16
146,19,0.08542617248905272,19
147,101,0.9999993359270826,101
148,30,0.8775334335031614,30
149,396,0.9149174816998781,396
150,40,0.9999832475377681,40
151,196,0.9996240178383612,196
152,22,6.780728372619435E-4,22
153,20,0.9619184459853125,20
154,73,0.9627014642456684,73
155,80,1.0,80
156,69,0.0022460977671844235,69
157,15,0.08710823397418266,15
158,379,0.9999966990549517,379
159,67,0.001543727174702191,67
160,20,0.011938973724432093,20
161,57,0.9999977159150517,57
162,6,0.011938973724432093,6
163,28,0.8041638530841179,28
164,137,1.0,137
165,170,1.6440728736836634E-4,170
166,28,2.944419556458999E-4,28
167,21,0.0014782837024026956,21
168,50,0.9982646561810611,50
169,95,0.9999999982898005,95
170,37,0.9722761896594944,37
171,70,0.8512690921476611,70
172,28,0.0015183573604656661,28
173,55,0.019299872580115063,55
174,52,0.9999473730882602,52
175,40,0.0023032616699817147,40
176,38,0.012556656168950011,38
177,45,0.012850479061832574,45
178,39,1.0,39
179,43,0.0023265276778034684,43
180,39,0.03871700541120607,39
181,8,0.0014607496210559262,8
182,5,0.0014798950770494332,5
183,55,0.9737988657580281,55
184,15,0.08542617248905272,15
185,42,0.0015857736865262171,42
186,7,0.1690116298291716,7
187,37,0.8799927584947818,37
188,7,0.7969130178365201,7
189,7,0.6369728173765066,7
190,298,1.5529011270046293E-4,298
191,43,1.3736063529704674E-4,43
192,37,1.3736063529704674E-4,37
193,67,1.3736063529704674E-4,67
