InstanceId,Size,PredictedClassProbability,ActualClassLabel
0,168,1.0,168
1,229,1.0,229
2,375,1.0,375
3,88,0.5208815947279756,88
4,289,0.9999997671258771,289
5,917,1.0,917
6,21,0.0028362650361599866,21
7,19,0.014387098540742157,19
8,114,1.0,114
9,5,0.0013132135851047816,5
10,756,1.0,756
11,23,0.8417704353221871,23
12,123,1.0,123
13,21,0.999950374994742,21
14,55,0.9994686714969203,55
15,34,0.28472786320070087,34
16,204,0.13178104839780116,204
17,45,0.1146697974678028,45
18,583,1.0,583
19,9,0.0028362650361599866,9
20,280,0.7411400881270951,280
21,323,1.0,323
22,7,0.10732126933168731,7
23,427,0.9999995846056011,427
24,8,0.014582959867431177,8
25,38,0.9756176459232464,38
26,346,1.0,346
27,435,0.9921020605318874,435
28,206,0.316531364723637,206
29,559,0.9998154752575511,559
30,150,1.0,150
31,7,0.014531954993065834,7
32,16,1.0,16
33,4,0.0013132135851047816,4
34,111,1.0,111
35,8,0.0028362650361599866,8
36,29,0.9999999544775605,29
37,48,1.0,48
38,23,0.10732126933168731,23
39,214,0.1407528588743858,214
40,169,0.9999993929888144,169
41,19,0.10461495318511202,19
42,47,0.4932513593801049,47
43,83,0.0032588470969421644,83
44,24,0.9859327262682163,24
45,15,0.014582959867431177,15
46,57,0.18889204526340336,57
47,129,1.0,129
48,32,0.9962279234502848,32
49,278,0.2431530093859786,278
50,386,0.9992352724445228,386
51,460,0.9999999999703081,460
52,16,1.0,16
53,217,0.861321050919888,217
54,4,0.10732126933168731,4
55,30,0.0029479589745115163,30
56,61,1.0,61
57,115,0.8161859837126189,115
58,15,0.9999999996227271,15
59,17,1.0,17
60,181,0.06841035497089551,181
61,77,0.09288012115003011,77
62,38,1.0,38
63,39,0.9999999992441149,39
64,77,0.9999999993190268,77
65,278,0.2897890179816237,278
66,617,1.0,617
67,350,0.756507848453501,350
68,131,0.9686260830864735,131
69,127,1.0,127
70,52,0.676034047699724,52
71,127,0.21240689619052996,127
72,298,0.9671275842210111,298
73,417,1.0,417
74,83,1.0,83
75,119,0.31164861743226563,119
76,68,1.0,68
77,47,0.0029479589745115163,47
78,90,0.8598923799216232,90
79,136,0.9999999999999917,136
80,8,0.014582959867431177,8
81,395,1.0,395
82,4,0.0013132135851047816,4
83,44,0.00136501088383793,44
84,329,0.9936446526960758,329
85,111,1.0,111
86,57,1.0,57
87,319,1.0,319
88,58,1.0,58
89,126,1.0,126
90,46,1.0,46
91,136,1.0,136
92,25,1.0,25
93,485,0.12163790245877021,485
94,462,0.9999996587296579,462
95,42,0.0014626752241574286,42
96,43,0.025692175564843208,43
97,66,0.025692175564843208,66
98,290,0.25354820870646755,290
99,143,0.028901863807211003,143
100,13,0.024740118601230068,13
101,4,0.014582959867431177,4
102,31,0.015150217881470964,31
103,13,0.014582959867431177,13
104,12,0.10732126933168731,12
105,20,0.014490279334118948,20
106,20,0.7469691189549265,20
107,22,0.014582959867431177,22
108,89,0.02833347978408734,89
109,108,0.9998782155294934,108
110,51,0.9999999997999613,51
111,71,0.9906700648829305,71
112,6,0.014582959867431177,6
113,8,0.9999932021025052,8
114,22,0.9999990937849419,22
115,564,0.9999991691208755,564
116,12,0.6638278240058763,12
117,94,0.696432377159546,94
118,135,1.0,135
119,7,1.0,7
120,143,0.02943908251294595,143
121,249,0.9999999069296782,249
122,150,0.8447807889656059,150
123,151,0.4700578903132193,151
124,197,0.28013426759868787,197
125,56,1.0,56
126,261,0.9978420399215533,261
127,266,0.7752309306211829,266
128,50,0.0029479589745115163,50
129,9,0.0013132135851047816,9
130,63,1.0,63
131,3670,1.0,3670
132,638,1.0,638
133,23,0.4067684615839309,23
134,68,0.0029188237895041414,68
135,409,1.0,409
136,212,0.9901855983135691,212
137,202,0.9663058320731859,202
138,95,1.0,95
139,20,0.10732126933168731,20
140,33,0.9999999938151443,33
141,279,0.999920260269381,279
142,104,0.02833347978408734,104
143,84,0.6943981413108458,84
144,39,0.15503868151208056,39
145,16,1.0,16
146,19,0.48169087551830436,19
147,101,0.9999999332565516,101
148,30,0.9861676102115502,30
149,396,0.9907400056048684,396
150,40,0.999998316249236,40
151,196,0.999962198698324,196
152,22,0.006705886191082069,22
153,20,0.996036814373206,20
154,73,0.9961211327355894,73
155,80,1.0,80
156,69,0.02190748596557441,69
157,15,0.4870205418770889,15
158,379,0.9999996682337545,379
159,67,0.015150217881470964,67
160,20,0.10732126933168731,20
161,57,0.9999997704349561,57
162,6,0.10732126933168731,6
163,28,0.9761087363060273,28
164,137,1.0,137
165,170,0.0016333900458464616,170
166,28,0.002921891963437854,28
167,21,0.014516338570261446,21
168,50,0.9998253146112945,50
169,95,0.9999999998281144,95
170,37,0.9971423236996839,37
171,70,0.9827429360565412,70
172,28,0.014904575197481958,28
173,55,0.16374382581357566,55
174,52,0.9999947104216014,52
175,40,0.02245377754644738,40
176,38,0.11231277816550166,38
177,45,0.1146697974678028,45
178,39,1.0,39
179,43,0.022675964298353748,43
180,39,0.28608937604525964,39
181,8,0.014346380615098268,8
182,5,0.014531954993065834,5
183,55,0.9973030642806475,55
184,15,0.48169087551830436,15
185,42,0.015557090137338773,42
186,7,0.6692706435620566,7
187,37,0.986478999985221,37
188,7,0.975026455935144,7
189,7,0.9458223182745067,7
190,298,0.0015429364249398695,298
191,43,0.00136501088383793,43
192,37,0.00136501088383793,37
193,67,0.00136501088383793,67
194,76,0.0014084484086687148,76
195,51,0.001520080854329309,51
196,29,0.00136501088383793,29
197,1447,1.9566662284229715E-8,1447
